,doi,pmid,text,link,label1
125,10.1186/s12884-018-1674-8,29422013,"Go to:AbstractBackgroundRoutine prenatal care fails to identify a large proportion of women at risk of fetal growth restriction (FGR). Metabolomics, the comprehensive analysis of low molecular weight molecules (metabolites) in biological samples, can provide new and earlier biomarkers of prenatal health. Recent research has suggested possible predictive first trimester urine metabolites correlating to fetal growth restriction in the third trimester. Our objective in this current study was to examine urinary metabolic profiles in the first and second trimester of pregnancy in relation to third trimester FGR in a US population from a large, multi-center cohort study of healthy pregnant women.MethodsWe conducted a nested case-control study within The Infant Development and the Environment Study (TIDES), a population-based multi-center pregnancy cohort study. We identified 53 cases of FGR based on the AUDIPOG [Neonatal growth - AUDIPOG [Internet]. [cited 29 Nov 2016]. Available from: http://www.audipog.net/courbes_morpho.php?langue=en] formula for birthweight percentile considering maternal height, age, and prenatal weight, as well as infant sex, gestational age, and birth rank. Cases were matched to 106 controls based on study site, maternal age (± 2 years), parity, and infant sex. NMR spectroscopy was used to assess concentrations of four urinary metabolites that have been previously associated with FGR (tyrosine, acetate, formate, and trimethylamine) in first and second trimester urine samples. We fit multivariate conditional logistic regression models to estimate the odds of FGR in relation to urinary concentrations of these individual metabolites in the first and second trimesters. Exploratory analyses of custom binned spectroscopy results were run to consider other potentially related metabolites.ResultsWe found no significant association between the relative concentrations of each of the four metabolites and odds of FGR. Exploratory analyses did not reveal any significant differences in urinary metabolic profiles. Compared with controls, cases delivered earlier (38.6 vs 39.8, p < 0.001), and had lower birthweights (2527 g vs 3471 g, p < 0.001). Maternal BMI was similar between cases and controls.ConclusionsFirst and second trimester concentrations of urinary metabolites (acetate, formate, trimethylamine and tyrosine) did not predict FGR. This inconsistency with previous studies highlights the need for more rigorous investigation and data collection in this area before metabolomics can be clinically applied to obstetrics.Electronic supplementary materialThe online version of this article (10.1186/s12884-018-1674-8) contains supplementary material, which is available to authorized users.Keywords: Obstetrics, NMR spectroscopy, Fetal growth restriction",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5806311/,abstract
126,10.3390/cancers11050675,31096630,"Go to:AbstractFar beyond simply being 11 of the 20 amino acids needed for protein synthesis, non-essential amino acids play numerous important roles in tumor metabolism. These diverse functions include providing precursors for the biosynthesis of macromolecules, controlling redox status and antioxidant systems, and serving as substrates for post-translational and epigenetic modifications. This functional diversity has sparked great interest in targeting non-essential amino acid metabolism for cancer therapy and has motivated the development of several therapies that are either already used in the clinic or are currently in clinical trials. In this review, we will discuss the important roles that each of the 11 non-essential amino acids play in cancer, how their metabolic pathways are linked, and how researchers are working to overcome the unique challenges of targeting non-essential amino acid metabolism for cancer therapy.Keywords: aspartate, asparagine, arginine, cysteine, glutamate, glutamine, glycine, proline, serine, cancer",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6562791/,abstract
127,10.1007/s10545-016-9918-0,26914933,"Go to:AbstractObjectiveEarly treatment of phenylketonuria (ET-PKU) prevents mental retardation, but many patients still show cognitive and mood problems. In this study, it was investigated whether ET-PKU-patients have specific phenylalanine (Phe-)related problems with respect to social-cognitive functioning and social skills.MethodsNinety five PKU-patients (mean age 21.6 ± 10.2 years) and 95 healthy controls (mean age 19.6 ± 8.7 years) were compared on performance of computerized and paper-and-pencil tasks measuring social-cognitive abilities and on parent- and self-reported social skills, using multivariate analyses of variance, and controlling for general cognitive ability (IQ-estimate). Further comparisons were made between patients using tetrahydrobiopterin (BH4, N = 30) and patients not using BH4. Associations with Phe-levels on the day of testing, during childhood, during adolescence and throughout life were examined.ResultsPKU-patients showed poorer social-cognitive functioning and reportedly had poorer social skills than controls (regardless of general cognitive abilities). Quality of social-cognitive functioning was negatively related to recent Phe-levels and Phe-levels between 8 and 12 years for adolescents with PKU. Quality of social skills was negatively related to lifetime phenylalanine levels in adult patients, and specifically to Phe-levels between 0 and 7, and between 8 and 12 years. There were no differences with respect to social outcome measures between the BH4 and non-BH4 groups.ConclusionPKU-patients have Phe-related difficulties with social-cognitive functioning and social skills. Problems seem to be more evident among adolescents and adults with PKU. High Phe-levels during childhood and early adolescence seem to be of greater influence than current and recent Phe-levels for these patients.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4851698/,abstract
128,10.3390/nu9040366,28383492,"Go to:AbstractGenetics is an important piece of every individual health puzzle. The completion of the Human Genome Project sequence has deeply changed the research of life sciences including nutrition. The analysis of the genome is already part of clinical care in oncology, pharmacology, infectious disease and, rare and undiagnosed diseases. The implications of genetic variations in shaping individual nutritional requirements have been recognised and conclusively proven, yet routine use of genetic information in nutrition and dietetics practice is still far from being implemented. This article sets out the path that needs to be taken to build a framework to translate gene–nutrient interaction studies into best-practice guidelines, providing tools that health professionals can use to understand whether genetic variation affects nutritional requirements in their daily clinical practice. Keywords: nutrigenetics, nutritional genomics, dietetics, best-practice",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5409705/,abstract
129,10.24911/SJP.2018.1.3,30166758,"Go to:AbstractInborn errors of metabolism (IEM) are heterogeneous group of disorders that might present in the clinics or emergency departments in different phenotypes, and one of these is a diabetes scenario. Diabetes is the most common endocrine disorder among children. The mechanism of how IEM could lead to diabetes is unclear; however, the postulated pathogenesis consists of three mechanisms: 1) accumulation of toxic substance in the gland, ruining structure and normal functionality, 2) disturbing energy availability required for hormone synthesis and 3) defect of complex molecules. The differential diagnosis of IEM associated with hyperglycaemic ketoacidosis and diabetes include: organic acidemias specifically propionic acidemia, methylmalonic acidemia, isovaleric acidemia, hereditary hemochromatosis, aceruloplasminemia, holocarboxylase synthetase deficiency, β-ketothiolase deficiency and finally, cystinosis, Rogers syndrome (thiamine-responsive megaloblastic anaemia) and congenital disorders of glycosylation type Ia. Clinical approach will help in ready diagnosis and treatment for IEM disorders in early detection of diabetes. In this review, we will discuss the differential diagnosis, clinical features and diagnostic approaches of IEM presenting as hyperglycaemic ketoacidosis and diabetes.Keywords: Aceruloplasminemia, Congenital disorders of glycosylation, Cystinosis, Diabetes mellitus, Hemochromatosis, Inborn errors of metabolism, Mitochondrial disorders, Organic aciduria, Rogers syndrome",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6113785/,abstract
130,10.1016/j.jconrel.2016.06.040,27369864,"Go to:AbstractThe technique of attaching the polymer polyethylene glycol (PEG), or PEGylation, has brought more than ten protein drugs into market. The surface conjugation of PEG on proteins prolongs their blood circulation time and reduces immunogenicity by increasing their hydrodynamic size and masking surface epitopes. Despite this success, an emerging body of literature highlights the presence of antibodies produced by the immune system that specifically recognize and bind to PEG (anti-PEG Abs), including both pre-existing and treatment-induced Abs. More importantly, the existence of anti-PEG Abs has been correlated with loss of therapeutic efficacy and increase in adverse effects in several clinical reports examining different PEGylated therapeutics. To better understand the nature of anti-PEG immunity, we summarize a number of clinical reports and some critical animal studies regarding pre-existing and treatment-induced anti-PEG Abs. Various anti-PEG detection methods used in different studies were provided. Several protein modification technologies beyond PEGylation were also highlighted.Keywords: PEGylation, anti-PEG antibody, protein therapeutics, polymer conjugation, immunogenicity, antibody detection",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5747248/,abstract
131,10.3389/fpsyt.2019.00561,,"Go to:AbstractPhenylketonuria (PKU) is a recessive disorder of phenylalanine metabolism due to mutations in the gene for phenylalanine hydroxylase (PAH). Reduced PAH activity results in significant hyperphenylalaninemia, which leads to alterations in cerebral myelin and protein synthesis, as well as reduced levels of serotonin, dopamine, and noradrenaline in the brain. When untreated, brain development is grossly disrupted and significant intellectual impairment and behavioral disturbance occur. The advent of neonatal heel prick screening has allowed for diagnosis at birth, and the institution of a phenylalanine restricted diet. Dietary treatment, particularly when maintained across neurodevelopment and well into adulthood, has resulted in markedly improved outcomes at a cognitive and psychiatric level for individuals with PKU. However, few individuals can maintain full dietary control lifelong, and even with good control, an elevated risk remains of—in particular—mood, anxiety, and attentional disorders across the lifespan. Increasingly, dietary recommendations focus on maintaining continuous dietary treatment lifelong to optimize psychiatric and cognitive outcomes, although the effect of long-term protein restricted diets on brain function remains unknown. While psychiatric illness is very common in adult PKU populations, very little data exist to guide clinicians on optimal treatment. The advent of new treatments that do not require restrictive dietary management, such as the enzyme therapy Pegvaliase, holds the promise of allowing patients a relatively normal diet alongside optimized mental health and cognitive functioning.Keywords: phenylketonuria, psychiatric, anxiety, depression, cognitive function",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6748028/,abstract
132,10.1530/EJE-17-0107,28694389,"Go to:AbstractWhen newborn screening (NBS) for congenital hypothyroidism (CH) using thyroid-stimulating hormone (TSH) as a primary screening test was introduced, typical TSH screening cutoffs were 20–50 U/L of whole blood. Over the years, lowering of TSH cutoffs has contributed to an increased prevalence of detected CH. However, a consensus on the benefit deriving from lowering TSH cutoffs at screening is lacking. The present paper outlines arguments both for and against the lowering of TSH cutoffs at NBS. It includes a review of recently published evidence from Australia, Belgium and Italy. A section focused on economic implications of lowering TSH cutoffs is also provided. One issue that bears further examination is the extent to which mild iodine deficiency at the population level might affect the association of neonatal TSH values with cognitive and developmental outcomes. A debate on TSH cutoffs provides the opportunity to reflect on how to make NBS for CH more effective and to guarantee optimum neurocognitive development and a good quality of life to babies with mild as well as with severe CH. All authors of this debate article agree on the need to establish optimal TSH cutoffs for screening programs in various settings and to ensure the benefits of screening and access to care for newborns worldwide.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5763485/,abstract
133,10.4103/0253-7613.165186,26600635,"Go to:Abstract“Psychopharmacoteratophobia is the fear or avoidance of prescribing psychotropic medicine to a pregnant woman on a given indication in anticipation of fetal malformation.” It is rooted in the tragedy associated with thalidomide use and is increasing due to the inability to predict accurately, strict legal provision of consumer protection, ethical and legal issues involved, and pitfalls in the available evidence of teratogenicity. In the Indian setting, the physicians face more challenges as the majority of the patients may ask them to decide, what is the best for their health. Most guidelines emphasize more on what not to do than what to do, and the locus of decision is left to the doctor and the patient. In this review, we have focused on relevant issues related to psychopharmacoteraophobia that may be helpful to understand this phenomenon and help to address the deprivation of a mentally ill woman from the required treatment.KEY WORDS: Causality, drugs, fetal malformation, mental illness, pregnancy, psychotropic drugs, teratogenicity",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4621667/,abstract
134,10.1177/1177392819857089,31258325,"Go to:AbstractObjective:To review the pharmacology, pharmacokinetics, efficacy, safety, and place in therapy of a phenylalanine-metabolizing enzyme indicated to reduce blood phenylalanine concentrations, pegvaliase injection.Data Sources:Searches of MEDLINE (1946-September 1, 2018) were conducted using the terms pegvaliase and phenylalanine ammonia lyase (PAL). Additional data were obtained from the prescribing information, the product dossier obtained from the manufacturer, and Clinicaltrials.gov.Study Selection and Data Extraction:All English language articles related to pharmacology, pharmacokinetics, efficacy, or safety of the combination therapy in human subjects were reviewed.Data Synthesis:Pegvaliase is a pegylated PAL enzyme that converts phenylalanine to ammonia and trans-cinnamic acid. Blood phenylalanine levels were reduced by approximately 50% to 70% in patients receiving therapeutic doses of pegvaliase. However, most patients experienced adverse events.Conclusions and Relevance:The mainstay of therapy in phenylketonuria (PKU) has historically consisted of dietary restriction of phenylalanine. Pegvaliase injection is the first Food and Drug Administration (FDA)–approved enzyme substitution therapy for patients with PKU. The therapy may be a viable option for patients with documented blood phenylalanine >600 µmol/L who have failed existing management strategies.Keywords: Palynziq, pegvaliase, phenylalanine ammonia lyase, pegvaliase-pqpz, phenylketonuria, PKU",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6589953/,abstract
135,10.1007/8904_2018_131,30242630,"Go to:AbstractHepatic glycogen storage diseases (GSDs) are inborn errors of metabolism whose dietary treatment involves uncooked cornstarch administration and restriction of simple carbohydrate intake. The prevalence of feeding difficulties (FDs) and orofacial myofunctional disorders (OMDs) in these patients is unknown. Objective: To ascertain the prevalence of FDs and OMDs in GSD. Methods: This was a cross-sectional, prospective study of 36 patients (19 males; median age, 12.0 years; range, 8.0–18.7 years) with confirmed diagnoses of GSD (type Ia = 22; Ib = 8; III = 2; IXa = 3; IXc = 1). All patients were being treated by medical geneticists and dietitians. Evaluation included a questionnaire for evaluation of feeding behavior, the orofacial myofunctional evaluation (AMIOFE), olfactory and taste performance (Sniffin’ Sticks and Taste Strips tests), and facial anthropometry. Results: Nine (25%) patients had decreased olfactory perception, and four (11%) had decreased taste perception for all flavours. Eight patients (22.2%) had decreased perception for sour taste. Twenty-six patients (72.2%) had FD, and 18 (50%) had OMD. OMD was significantly associated with FD, tube feeding, selective intake, preference for fluid and semisolid foods, and mealtime stress (p < 0.05). Thirteen patients (36.1%) exhibited mouth or oronasal breathing, which was significantly associated with selective intake (p = 0.011) and not eating together with the rest of the family (p = 0.041). Lower swallowing and chewing scores were associated with FD and with specific issues related to eating behavior (p < 0.05). Conclusion: There is a high prevalence of FDs and OMDs in patients with GSD. Eating behavior, decreased taste and smell perception, and orofacial myofunctional issues are associated with GSD.Electronic supplementary materialThe online version of this chapter (10.1007/8904_2018_131) contains supplementary material, which is available to authorized users.Keywords: Feeding and eating disorders, Feeding behavior, Glycogen storage disease, Metabolism, inborn errors, Myofunctional therapy, Stomatognathic system",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6336547/,abstract
136,10.1186/s13065-019-0539-1,31384769,"Go to:AbstractBackgroundMeasuring concentrations of metabolites of estradiol and progesterone in urine, instead of measuring serum concentrations, is common in research and also is used in patient care. The primary aim of this study was to demonstrate that analysis of urine samples dried on filter paper by gas chromatography with tandem mass spectrometry (GC–MS/MS) provides results similar to serum analyzed by radioimmunoassay (RIA). Secondary aims were to show that collection of four samples during the day (4-spot method) can be substituted for a 24-h collection, and that analysis of urine from dried samples is equivalent to liquid urine samples.MethodsThis prospective observational study compared results of urine and serum analyses. Urine samples from women throughout the menstrual cycle and single samples from postmenopausal women were evaluated. Urine was collected onto filter paper and dried. Dried urine was extracted, hydrolyzed, and derivatized prior to analysis by GC–MS/MS. Hormone concentrations were normalized to creatinine. Single samples were used to compare results of 24-h urine collection to the 4-spot method from a separate population of women and men. A subset of these samples were used to compare results from dried urine to liquid urine.ResultsThe primary study showed good reliability in the comparisons between the dried urine and serum assays. During the menstrual cycles of a subset of four women, urine metabolite concentrations followed the same pattern as serum concentrations. Comparison of 4-spot to 24-h urine collections and of dried to liquid urine measurements had intraclass correlation coefficients (ICC) greater than 0.95, indicating excellent agreement.ConclusionsFor estradiol and progesterone, the dried urine assay is a good surrogate for serum testing. The 4-spot method can be used instead of 24-h urine collections and dried urine results are comparable to liquid urine. The dried urine assay is useful for some clinical assessments of hormone disorders and may be useful in large epidemiologic studies due to ease of sample handling.Electronic supplementary materialThe online version of this article (10.1186/s13065-019-0539-1) contains supplementary material, which is available to authorized users.Keywords: Dried filter paper, DUTCH, Estradiol, GC–MS/MS, Hormone replacement therapy, Pregnanediol, Progesterone, Reproductive hormones, Subfertility",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6661742/,abstract
137,10.1111/pcmr.12413,26300548,"Go to:SummaryRecent technological advances in sequencing have flooded the field of cancer research with knowledge about somatic mutations for many different cancer types. Most cancer genomics studies focus on mutations that alter the amino acid sequence, ignoring the potential impact of synonymous mutations. However, accumulating experimental evidence has demonstrated clear consequences for gene function, leading to a widespread recognition of the functional role of synonymous mutations and their causal connection to various diseases. Here, we review the evidence supporting the direct impact of synonymous mutations on gene function via gene splicing; mRNA stability, folding, and translation; protein folding; and miRNA-based regulation of expression. These results highlight the functional contribution of synonymous mutations to oncogenesis and the need to further investigate their detection and prioritization for experimental assessment.The identification of cancer-causing mutations and the corresponding functionally impacted processes represents the main goal of cancer genomics. The inception of large collaborative efforts such as The Cancer Genome Atlas (TCGA) and the International Cancer Genome Consortium (ICGC) has led to the discovery of numerous causal or driver mutations in many cancer types. Nevertheless, tumors continue to be found in the absence of conspicuous mutational events, such as nucleotide substitutions, translocations or copy number variants involving genes with well-established tumorigenic connections. The lack of clear driver events in some cancers motivates the search for somatically acquired events that are more rare or have less obvious functional consequences but mechanistically converge on genes and pathways involved in oncogenesis and tumor progression.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4834044/,abstract
139,10.1186/s12920-017-0247-4,28222731,"Go to:AbstractBackgroundThe use of genome-wide (whole genome or exome) sequencing for population-based newborn screening presents an opportunity to detect and treat or prevent many more serious early-onset health conditions than is possible today.MethodsThe Paediatric Task Team of the Global Alliance for Genomics and Health’s Regulatory and Ethics Working Group reviewed current understanding and concerns regarding the use of genomic technologies for population-based newborn screening and developed, by consensus, eight recommendations for clinicians, clinical laboratory scientists, and policy makers.ResultsBefore genome-wide sequencing can be implemented in newborn screening programs, its clinical utility and cost-effectiveness must be demonstrated, and the ability to distinguish disease-causing and benign variants of all genes screened must be established. In addition, each jurisdiction needs to resolve ethical and policy issues regarding the disclosure of incidental or secondary findings to families and ownership, appropriate storage and sharing of genomic data.ConclusionThe best interests of children should be the basis for all decisions regarding the implementation of genomic newborn screening.Keywords: Newborn Screening, Whole Genome Sequencing, Exome Sequencing, Public Policy, Ethics, Public Health Genetics",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5320805/,abstract
140,10.1093/nar/gku1004,25378312,"Go to:AbstractThe exposome is defined as the totality of all human environmental exposures from conception to death. It is often regarded as the complement to the genome, with the interaction between the exposome and the genome ultimately determining one's phenotype. The ‘toxic exposome’ is the complete collection of chronically or acutely toxic compounds to which humans can be exposed. Considerable interest in defining the toxic exposome has been spurred on by the realization that most human injuries, deaths and diseases are directly or indirectly caused by toxic substances found in the air, water, food, home or workplace. The Toxin-Toxin-Target Database (T3DB - www.t3db.ca) is a resource that was specifically designed to capture information about the toxic exposome. Originally released in 2010, the first version of T3DB contained data on nearly 2900 common toxic substances along with detailed information on their chemical properties, descriptions, targets, toxic effects, toxicity thresholds, sequences (for both targets and toxins), mechanisms and references. To more closely align itself with the needs of epidemiologists, toxicologists and exposome scientists, the latest release of T3DB has been substantially upgraded to include many more compounds (>3600), targets (>2000) and gene expression datasets (>15 000 genes). It now includes extensive data on ‘normal’ toxic compound concentrations in human biofluids as well as detailed chemical taxonomies, informative chemical ontologies and a large number of referential NMR, MS/MS and GC-MS spectra. This manuscript describes the most recent update to the T3DB, which was previously featured in the 2010 NAR Database Issue.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4383875/,abstract
141,10.1145/2767007,26640318,"Go to:AbstractGenome sequencing technology has advanced at a rapid pace and it is now possible to generate highly-detailed genotypes inexpensively. The collection and analysis of such data has the potential to support various applications, including personalized medical services. While the benefits of the genomics revolution are trumpeted by the biomedical community, the increased availability of such data has major implications for personal privacy; notably because the genome has certain essential features, which include (but are not limited to) (i) an association with traits and certain diseases, (ii) identification capability (e.g., forensics), and (iii) revelation of family relationships. Moreover, direct-to-consumer DNA testing increases the likelihood that genome data will be made available in less regulated environments, such as the Internet and for-profit companies. The problem of genome data privacy thus resides at the crossroads of computer science, medicine, and public policy. While the computer scientists have addressed data privacy for various data types, there has been less attention dedicated to genomic data. Thus, the goal of this paper is to provide a systematization of knowledge for the computer science community. In doing so, we address some of the (sometimes erroneous) beliefs of this field and we report on a survey we conducted about genome data privacy with biomedical specialists. Then, after characterizing the genome privacy problem, we review the state-of-the-art regarding privacy attacks on genomic data and strategies for mitigating such attacks, as well as contextualizing these attacks from the perspective of medicine and public policy. This paper concludes with an enumeration of the challenges for genome data privacy and presents a framework to systematize the analysis of threats and the design of countermeasures as the field moves forward.Keywords: Additional Key Words and Phrases: genomics privacy, security, healthcare, biomedical research, recreational genomics",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4666540/,abstract
142,10.1016/j.ymgmr.2017.04.001,28920014,Go to:AbstractFibroblast growth factor-21 (FGF21) levels are elevated in patients with primary mitochondrial disorders but have not been studied in patients with inborn errors of metabolism (IEM) known to have secondary mitochondrial dysfunction. We measured plasma FGF21 by ELISA in patients with and without IEM. FGF21 levels were higher in patients with IEM compared to without IEM (370 pg/dL vs. 0–65 pg/dL). Further study of FGF21 as a biomarker in IEM is warranted.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5586549/,abstract
144,10.1177/1933719116660843,27470150,"Go to:AbstractThe fetus largely depends on maternal supply and placental transport for its source of long-chain polyunsaturated fatty acids (LCPUFAs), which are essential for proper neurological and cardiovascular development. Pregnancy complications such as diabetes reduces neonatal LCPUFA supply, but little is known of how fatty acid delivery is affected by maternal body type or weight gain in uncomplicated pregnancies. In a cross-sectional study of maternal–neonatal pairs at term, we sought to determine the effect of gestational weight gain on neonatal LCPUFA supply. Forty maternal–neonatal pairs of uncomplicated (no gestational hypertension or diabetes) term pregnancies were recruited upon admission to Oregon Health & Science University Labor & Delivery for scheduled cesarean section. Maternal and umbilical cord plasma fatty acid profiles were measured using gas chromatography–mass spectrophotometry. First trimester weight gain was negatively correlated with maternal n-3 LCPUFA (r = −0.80, P = .0002), and this was not affected by fetal sex. High maternal weight gain in the first trimester was negatively associated with cord n-3 polyunsaturated fatty acid levels (r = −0.70, P = .03) and placental thickness (r = −0.69, P = .03) in male, but not female, offspring. High maternal weight gain in the first trimester is associated with a thinner placenta and low levels of n-3 LCPUFA in male offspring. Further study is required to confirm that male offspring are at a higher risk of poor outcomes associated with high maternal weight gain early in pregnancy.Keywords: fatty acids, placenta, weight gain",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5933200/,abstract
145,10.1002/brb3.971,29761020,"Go to:AbstractObjectivesExecutive problems in children and youth with epilepsy influence their ability to handle important aspects of daily life activities. The present study sought to explore factors associated with executive problems for patients with epilepsy in this age group.MethodsThe cohort consisted of 97 consecutive patients at the National Centre for Epilepsy in Norway, aged 10–19 years, with focal or genetic generalized epilepsy. All underwent tests of executive functions (D‐KEFS), the Behavior Rating Inventory for Executive Function (BRIEF), and screening for psychiatric symptoms, using the Strengths and Difficulties Questionnaire (SDQ).ResultsParent‐reported cognitive executive dysfunction (BRIEF, Metacognitive Index) was the strongest independent predictor for tested executive dysfunction and vice versa. Furthermore, male gender correlated strongest with parent‐reported behavioral regulation problems (BRIEF, Behavioral Regulation Index) along with borderline/pathological score on the SDQ and parent‐reported cognitive executive dysfunction.ConclusionsA strong association between parent‐reported cognitive executive dysfunction and tested executive dysfunction was found. Male gender correlated strongest with parent‐reported behavioral regulation problems. The latter was probably related to a higher frequency of symptoms associated with psychopathology among the boys than the girls. The frequency of executive deficits according to the different modes of measurement varied from 16% to 43%, suggesting that they capture different aspects of behavior under the executive umbrella.Keywords: BRIEF, children, epilepsy, executive function, youth",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5943753/,abstract
146,10.3389/fped.2018.00092,29721487,"Go to:AbstractThe past years have seen an incredible increase in the quality and success rates of treatments in pediatric medicine. One of the resulting major challenges refers to the management of primary or secondary residual executive function deficits in affected children. These deficits lead to problems in the ability to acquire, understand, and apply abstract and complex knowledge and to plan, direct, and control actions. Executive functions deficits are important to consider because they are highly predictive of functioning in social and academic aspects of daily life. We argue that current clinical practice does not sufficiently account for the complex cognitive processes in this population. This is because widely applied pharmacological interventions only rarely account for the complexity of the underlying neuronal mechanisms and do not fit well into possibly powerful “individualized medicine” approaches. Novel treatment approaches targeting deficits in executive functions in seriously ill children could focus on neuronal oscillations, as these have some specific relations to different aspects of executive function. Importantly, such treatment approaches can be individually tailored to the individuals’ deficits and can be transferred into home-treatment or e-health solutions. These approaches are easy-to-use, can be easily integrated into daily life, and are becoming increasingly cost-effective.Keywords: cognitive dysfunctions, executive function, therapy, cognitive training, chronic disease",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5915456/,abstract
147,10.1146/annurev-nutr-071816-064717,28715990,"Go to:AbstractThere is a great deal of interest in ‘personalized,’ ‘individualized,’ or ‘precision’ interventions for disease and health-risk mitigation. This is as true of nutrition-based intervention and prevention strategies as it is for pharmacotherapies and pharmaceutical-oriented prevention strategies. Essentially, technological breakthroughs have enabled researchers to probe an individual’s unique genetic, biochemical, physiological, behavioral and exposure profile, allowing them to identify very specific and often nuanced factors that an individual might possess that may make it more or less likely that he or she will respond favorably to a particular intervention (e.g., nutrient supplementation) or disease prevention strategy (e.g., specific diet). However, as compelling and intuitive as personalized nutrition might be in the current era in which data-intensive biomedical characterization of individuals is possible, appropriately and objectively vetting personalized nutrition strategies is not trivial and will require novel study designs and data analytical methods. These designs and methods must consider a very integrated use of the multiple contemporary biomedical assays and technologies that motivate them, which adds to their complexity. Single subject or ‘N-of-1’ trials can be used to assess the utility of personalized interventions and, in addition, can be crafted in such a way as to accommodate the necessary integrated use of many emerging biomedical technologies and assays. In this review we consider the motivation, design and implementation of N-of-1 trials in translational nutrition research that are meant to assess the utility of personalized nutritional strategies. We provide a number of example studies, discuss appropriate analytical methods given the complex data they will generate and require, and consider how such studies could leverage integration of various biomarker assays and clinical endpoints. Importantly, we also consider the development of strategies and ‘algorithms’ for matching nutritional needs to individual biomedical profiles and the issues surrounding them. Finally, we discuss the limitations of personalized nutrition studies, possible extensions of N-of-1 nutritional intervention studies and areas of future research.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6383767/,abstract
148,10.7150/thno.19410,28839457,"Go to:AbstractMass spectrometry has become a powerful tool in the field of biomedicine. The combination of ambient ionization and miniature mass spectrometry systems could most likely fulfill a significant need in medical diagnostics, providing highly specific molecular information in real time for clinical and even point-of-care analysis. In this review, we discuss the recent development of ambient ionization and miniature mass spectrometers as well as their potential in disease diagnosis and therapeutic monitoring, with an emphasis on their capability in analysis of biofluids and tissues. We also speculate the future development of the integrated, miniature MS systems and provide our perspectives on the challenges in technical development as well as possible solutions for path forward.Keywords: Ambient ionization, Miniature mass spectrometer, Direct sampling, Biofluid analysis, Mass spectrometry imaging.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5566099/,abstract
149,10.1002/jps.24505,26010239,"Go to:AbstractPurposeTo determine the number of drugs exhibiting flip-flop pharmacokinetics following oral dosing from immediate release dosage forms and if they exhibit a common characteristic that may be predicted based on BDDCS classification.MethodThe literature was searched for drugs displaying flip-flop kinetics (i.e. absorption half-life larger than elimination half-life) in mammals in PubMed, via internet search engines and reviewing drug pharmacokinetic data.ResultsTwenty two drugs were identified as displaying flip-flop kinetics in humans (13 drugs), rat (9 drugs), monkey (3 drugs), horse (2 drugs), and/or rabbit (2 drugs). Nineteen of the 22 drugs exhibiting flip-flop kinetics were BDDCS Classes 3 and 4. One of the three exceptions, meclofenamic acid (Class 2), was identified in the horse however it would not exhibit flip-flop kinetics in humans where the oral dosing terminal half-life is 1.4 hr. The second, carvedilol, can be explained based on solubility issues, but the third sapropterin dihydrochloride (nominally Class 1) requires further consideration.ConclusionThe few drugs displaying oral flip-flop kinetics in humans are predominantly BDDCS Classes 3 and 4. New molecular entities predicted to be BDDCS Classes 3 and 4 could be liable to exhibit flip-flop kinetics when the elimination half life is short and should be suspected to be substrates for intestinal transporters.Keywords: BDDCS, flip-flop pharmacokinetics, half-life, oral drug absorption, transporters",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4536115/,abstract
